Comparison_Group	Cytokine	Cytokine Predictor	MRI Outcome	Spearman ρ	p-value	p-value (Bonferroni)	n_tests_in_group	Bonferroni_alpha_group	Significance	Sig (α=0.05)	Sig (Bonferroni)	n
T2	IL-2	IL-2_T2	Total New Infarcts	0.2978737164032316	0.4032038726329136	50.80368795174711	126	0.0003968253968253968	ns			10
T2	GFAP	GFAP_T2	Fazekas Score	0.2948110924760355	0.4082887954881044	51.44438823150115	126	0.0003968253968253968	ns			10
T2	IL-2	IL-2_T2	Microhaemorrhage	-0.2901294265928297	0.4161202535070595	52.431151941889496	126	0.0003968253968253968	ns			10
T2	S100B	S100B_T2	Microhaemorrhage	0.2901294265928297	0.4161202535070595	52.431151941889496	126	0.0003968253968253968	ns			10
T2	TNF-α	TNF-α_T2	Microhaemorrhage	-0.2901294265928297	0.4161202535070595	52.431151941889496	126	0.0003968253968253968	ns			10
T2	NF-L	NF-L_T2	Fazekas Score	-0.28811084037430745	0.4195185704112194	52.859339871813646	126	0.0003968253968253968	ns			10
T2	IL-2	IL-2_T2	Cerebellum	0.2867712716395459	0.42178090783152866	53.14439438677261	126	0.0003968253968253968	ns			10
T2	IL-6	IL-6_T2	Cortical	0.28311042925246527	0.42799250641286546	53.927055808021045	126	0.0003968253968253968	ns			10
T2	IL-10	IL-10_T2	Right Hemisphere	0.28229954700369037	0.4293740977051067	54.101136310843444	126	0.0003968253968253968	ns			10
T2	IL-8	IL-8_T2	Cortical	0.27695585470349865	0.4385301695969881	55.2548013692205	126	0.0003968253968253968	ns			10
T2	IFN-γ	IFN-γ_T2	Right Hemisphere	0.2634795772034443	0.4620112396376017	58.21341619433782	126	0.0003968253968253968	ns			10
T2	TNF-α	TNF-α_T2	Cerebellum	0.25945972195958916	0.46912161628591953	59.109323652025864	126	0.0003968253968253968	ns			10
T2	TNF-α	TNF-α_T2	Subcortical	0.2434421271351145	0.49792383627120895	62.73840337017233	126	0.0003968253968253968	ns			10
T2	IL-4	IL-4_T2	Left Hemisphere	-0.21757234721887708	0.5459576886401704	68.79066876866146	126	0.0003968253968253968	ns			10
T2	IL-2	IL-2_T2	Right Hemisphere	0.21329299106945493	0.5540749249942067	69.81344054927006	126	0.0003968253968253968	ns			10
T2	IL-6	IL-6_T2	Total New Infarcts	0.21276694028802262	0.5550759959985581	69.93957549581832	126	0.0003968253968253968	ns			10
T2	GFAP	GFAP_T2	Total New Infarcts	-0.21276694028802262	0.5550759959985581	69.93957549581832	126	0.0003968253968253968	ns			10
T2	IL-2	IL-2_T2	Cortical	0.20925553466486566	0.5617761516893175	70.78379511285401	126	0.0003968253968253968	ns			10
T2	IL-1β	IL-1β_T2	Fazekas Score	0.20770781515357048	0.564739230662612	71.15714306348912	126	0.0003968253968253968	ns			10
T2	S100B	S100B_T2	Cerebellum	0.20483662259967567	0.5702518795659477	71.85173682530942	126	0.0003968253968253968	ns			10
T2	Tau	Tau_T2	Subcortical	0.2039650254375284	0.5719293694274232	72.06310054785533	126	0.0003968253968253968	ns			10
T2	IL-4	IL-4_T2	Right Hemisphere	0.20145574100634508	0.5767691856256172	72.67291738882777	126	0.0003968253968253968	ns			10
T2	IL-8	IL-8_T2	Subcortical	-0.19738550848793068	0.5846522205119926	73.66617978451107	126	0.0003968253968253968	ns			10
T2	IL-8	IL-8_T2	Left Hemisphere	0.1890279043289223	0.60096233836	75.72125463336	126	0.0003968253968253968	ns			10
T2	Tau	Tau_T2	Left Hemisphere	-0.1890279043289223	0.60096233836	75.72125463336	126	0.0003968253968253968	ns			10
T2	Tau	Tau_T2	Cortical	-0.18463723646899907	0.6095958024359935	76.80907110693519	126	0.0003968253968253968	ns			10
T2	GFAP	GFAP_T2	Left Hemisphere	-0.18293022999573125	0.6129641414000455	77.23348181640573	126	0.0003968253968253968	ns			10
T2	IL-10	IL-10_T2	Total New Infarcts	0.18237166310401937	0.6140677514955037	77.37253668843347	126	0.0003968253968253968	ns			10
T2	GFAP	GFAP_T2	Pre-TAVI Infarcts	0.17821182624974408	0.6223085389760356	78.41087591098048	126	0.0003968253968253968	ns			10
T2	IL-6	IL-6_T2	Fazekas Score	-0.17420655464493007	0.6302789918684634	79.41515297542638	126	0.0003968253968253968	ns			10
T2	IL-8	IL-8_T2	Microhaemorrhage	0.1740776559556978	0.6305360755569764	79.44754552017903	126	0.0003968253968253968	ns			10
T2	GFAP	GFAP_T2	Cortical	-0.1723280873710658	0.6340290464285233	79.88765984999394	126	0.0003968253968253968	ns			10
T2	IFN-γ	IFN-γ_T2	Subcortical	0.17106744068953994	0.6365499404892768	80.20529250164888	126	0.0003968253968253968	ns			10
T2	IL-13	IL-13_T2	Total New Infarcts	-0.1691882420459899	0.6403139778614759	80.67956121054597	126	0.0003968253968253968	ns			10
T2	IL-12p70	IL-12p70_T2	Subcortical	-0.166316837159022	0.6460796717289783	81.40603863785127	126	0.0003968253968253968	ns			10
T2	IL-4	IL-4_T2	Microhaemorrhage	-0.16563466499998444	0.6474519639299467	81.57894745517329	126	0.0003968253968253968	ns			10
T2	IL-13	IL-13_T2	Microhaemorrhage	-0.16563466499998444	0.6474519639299467	81.57894745517329	126	0.0003968253968253968	ns			10
T2	Tau	Tau_T2	Cerebellum	0.16386929807974052	0.6510076996372477	82.02697015429321	126	0.0003968253968253968	ns			10
T2	S100B	S100B_T2	Right Hemisphere	0.1505597584019682	0.6780153081135011	85.42992882230114	126	0.0003968253968253968	ns			10
T2	IL-2	IL-2_T2	Left Hemisphere	0.146344183996585	0.6866405042968726	86.51670354140595	126	0.0003968253968253968	ns			10
T2	S100B	S100B_T2	Pre-TAVI Infarcts	0.14394032120171635	0.6915735714264492	87.1382699997326	126	0.0003968253968253968	ns			10
T2	IL-6	IL-6_T2	Right Hemisphere	0.13801311186847082	0.7037814416383997	88.67646164643837	126	0.0003968253968253968	ns			10
T2	IL-12p70	IL-12p70_T2	Total New Infarcts	-0.1379859626379793	0.703837501799248	88.68352522670524	126	0.0003968253968253968	ns			10
T2	IL-6	IL-6_T2	Cerebellum	-0.1365577483997838	0.706788411940285	89.0553399044759	126	0.0003968253968253968	ns			10
T2	NF-L	NF-L_T2	Cortical	0.135400640077266	0.7091817589716367	89.35690163042622	126	0.0003968253968253968	ns			10
T2	GFAP	GFAP_T2	Right Hemisphere	-0.13173978860172214	0.7167688308130836	90.31287268244854	126	0.0003968253968253968	ns			10
T2	IL-13	IL-13_T2	Subcortical	-0.1314684396244359	0.7173320962050228	90.38384412183288	126	0.0003968253968253968	ns			10
T2	IL-12p70	IL-12p70_T2	Right Hemisphere	0.12297799027195082	0.7350173231153199	92.6121827125303	126	0.0003968253968253968	ns			10
T2	GFAP	GFAP_T2	Subcortical	0.11843130509275843	0.7445347303944487	93.81137602970054	126	0.0003968253968253968	ns			10
T2	TNF-α	TNF-α_T2	Pre-TAVI Infarcts	-0.1165231171632942	0.7485384406417586	94.31584352086158	126	0.0003968253968253968	ns			10
T2	NF-L	NF-L_T2	Cerebellum	0.11607408613981621	0.7494813765116057	94.43465344046233	126	0.0003968253968253968	ns			10
T2	NF-L	NF-L_T2	Total New Infarcts	0.11550205329921229	0.750683041040583	94.58606317111347	126	0.0003968253968253968	ns			10
T2	Tau	Tau_T2	Total New Infarcts	-0.11550205329921229	0.750683041040583	94.58606317111347	126	0.0003968253968253968	ns			10
T2	IL-1β	IL-1β_T2	Cortical	-0.11078234188139946	0.7606159189428958	95.83760578680487	126	0.0003968253968253968	ns			10
T2	IL-8	IL-8_T2	Total New Infarcts	0.10942299786241164	0.7634826463741492	96.1988134431428	126	0.0003968253968253968	ns			10
T2	IL-10	IL-10_T2	Cerebellum	-0.10924619871982703	0.7638556900089998	96.24581694113397	126	0.0003968253968253968	ns			10
T2	Tau	Tau_T2	Fazekas Score	-0.10720403362764928	0.7681677833082886	96.78914069684437	126	0.0003968253968253968	ns			10
T2	IL-12p70	IL-12p70_T2	Fazekas Score	-0.10369516947304251	0.7755901876376812	97.72436364234783	126	0.0003968253968253968	ns			10
T2	S100B	S100B_T2	Total New Infarcts	0.10334394242561099	0.7763340602409095	97.81809159035458	126	0.0003968253968253968	ns			10
T2	IL-4	IL-4_T2	Total New Infarcts	-0.09110136110168687	0.8023615038010665	101.09754947893438	126	0.0003968253968253968	ns			10
T2	NF-L	NF-L_T2	Pre-TAVI Infarcts	-0.08910591312487204	0.8066210879575378	101.63425708264977	126	0.0003968253968253968	ns			10
T2	Tau	Tau_T2	Pre-TAVI Infarcts	-0.08910591312487204	0.8066210879575378	101.63425708264977	126	0.0003968253968253968	ns			10
T2	IL-2	IL-2_T2	Subcortical	0.08553372034476997	0.8142578519519243	102.59648934594247	126	0.0003968253968253968	ns			10
T2	IL-10	IL-10_T2	Left Hemisphere	0.08536744066467457	0.8146136789854659	102.6413235521687	126	0.0003968253968253968	ns			10
T2	IL-4	IL-4_T2	Cerebellum	-0.0828332573789972	0.8200404004958259	103.32509046247407	126	0.0003968253968253968	ns			10
T2	IL-12p70	IL-12p70_T2	Cortical	-0.07937507937511906	0.8274568424711519	104.25956215136515	126	0.0003968253968253968	ns			10
T2	IL-13	IL-13_T2	Right Hemisphere	0.06715191366878169	0.853765803005378	107.57449117867762	126	0.0003968253968253968	ns			10
T2	IL-10	IL-10_T2	Subcortical	-0.0657951694959769	0.8566945103743073	107.94350830716272	126	0.0003968253968253968	ns			10
T2	Tau	Tau_T2	Right Hemisphere	-0.06273323266748675	0.8633098383285112	108.7770396293924	126	0.0003968253968253968	ns			10
T2	IL-13	IL-13_T2	Cortical	-0.06148873228105182	0.8660007967112465	109.11610038561706	126	0.0003968253968253968	ns			10
T2	IL-4	IL-4_T2	Cortical	0.06148873228105182	0.8660007967112465	109.11610038561706	126	0.0003968253968253968	ns			10
T2	IFN-γ	IFN-γ_T2	Microhaemorrhage	0.058025885318565944	0.8734948923712951	110.06035643878317	126	0.0003968253968253968	ns			10
T2	IL-4	IL-4_T2	Subcortical	-0.05634361698190111	0.8771388682474126	110.51949739917399	126	0.0003968253968253968	ns			10
T2	S100B	S100B_T2	Left Hemisphere	0.04878139466552833	0.8935442648854668	112.58657737556882	126	0.0003968253968253968	ns			10
T2	S100B	S100B_T2	Subcortical	0.04605661864718382	0.8994645845413053	113.33253765220446	126	0.0003968253968253968	ns			10
T2	IL-12p70	IL-12p70_T2	Left Hemisphere	-0.04089344564468777	0.9106950298951633	114.74757376679057	126	0.0003968253968253968	ns			10
T2	NF-L	NF-L_T2	Left Hemisphere	0.03048837166595521	0.9333686465687114	117.60444946765764	126	0.0003968253968253968	ns			10
T2	GFAP	GFAP_T2	Cerebellum	-0.02731154967995676	0.9403005294339523	118.47786670867798	126	0.0003968253968253968	ns			10
T2	TNF-α	TNF-α_T2	Fazekas Score	-0.02680100840691232	0.9414148875371421	118.6182758296799	126	0.0003968253968253968	ns			10
T2	IL-8	IL-8_T2	Right Hemisphere	-0.025093293066994697	0.9451429721241329	119.08801448764075	126	0.0003968253968253968	ns			10
T2	IL-6	IL-6_T2	Subcortical	0.019738550848793068	0.9568387387146318	120.5616810780436	126	0.0003968253968253968	ns			10
T2	IL-1β	IL-1β_T2	Right Hemisphere	-0.018819969800246025	0.9588458945515922	120.81458271350061	126	0.0003968253968253968	ns			10
T2	IL-12p70	IL-12p70_T2	Pre-TAVI Infarcts	0.017679879652761615	0.9613373498699721	121.12850608361649	126	0.0003968253968253968	ns			10
T2	IL-13	IL-13_T2	Cerebellum	-0.014617633655117155	0.9680307579978784	121.97187550773268	126	0.0003968253968253968	ns			10
T2	IL-1β	IL-1β_T2	Pre-TAVI Infarcts	-0.006854301009605541	0.9850069209512039	124.11087203985169	126	0.0003968253968253968	ns			10
T2	IL-8	IL-8_T2	Cerebellum	0.0	1.0	126.0	126	0.0003968253968253968	ns			10
T2-T3 (Change)	TNF-α	TNF-α_T2-T3	Cerebellum	-0.6896166294189081	0.027349949818000544	3.4460936770680686	126	0.0003968253968253968	*	✓		10
T2-T3 (Change)	NF-L	NF-L_T2-T3	Pre-TAVI Infarcts	0.6100327898548931	0.06109598948613465	7.698094675252966	126	0.0003968253968253968	ns			10
T2-T3 (Change)	S100B	S100B_T2-T3	Cerebellum	-0.6008540929590486	0.06619940473185106	8.341124996213233	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-1β	IL-1β_T2-T3	Total New Infarcts	0.5896683773696627	0.07278593695976274	9.171028056930105	126	0.0003968253968253968	ns			10
T2-T3 (Change)	NF-L	NF-L_T2-T3	Fazekas Score	0.5628211765451586	0.09029161883984596	11.376743973820592	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-1β	IL-1β_T2-T3	Left Hemisphere	0.5365953413208117	0.10978950392207787	13.833477494181812	126	0.0003968253968253968	ns			10
T2-T3 (Change)	Tau	Tau_T2-T3	Left Hemisphere	0.5304976669876206	0.11467188344055661	14.448657313510132	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-2	IL-2_T2-T3	Fazekas Score	0.5293199160365183	0.11563027868797987	14.569415114685464	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-10	IL-10_T2-T3	Cerebellum	-0.5257473313391675	0.11856804125714046	14.939573198399698	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-13	IL-13_T2-T3	Fazekas Score	0.47814609212437253	0.16216653251608817	20.43298309702711	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-4	IL-4_T2-T3	Fazekas Score	0.47814609212437253	0.16216653251608817	20.43298309702711	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-1β	IL-1β_T2-T3	Subcortical	0.4737252203710337	0.16664173365166696	20.996858440110035	126	0.0003968253968253968	ns			10
T2-T3 (Change)	Tau	Tau_T2-T3	Total New Infarcts	0.44985010232324774	0.1920756967225873	24.201537787046	126	0.0003968253968253968	ns			10
T2-T3 (Change)	S100B	S100B_T2-T3	Fazekas Score	-0.4355163866123251	0.20837336285738262	26.25504372003021	126	0.0003968253968253968	ns			10
T2-T3 (Change)	GFAP	GFAP_T2-T3	Cerebellum	0.4301569074593189	0.21466530724073718	27.047828712332883	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-1β	IL-1β_T2-T3	Right Hemisphere	0.4140393356054125	0.2342354559095551	29.513667444603943	126	0.0003968253968253968	ns			10
T2-T3 (Change)	GFAP	GFAP_T2-T3	Fazekas Score	0.40871537820541287	0.24091308477681972	30.355048681879286	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-6	IL-6_T2-T3	Left Hemisphere	0.4085441803237998	0.24112956358950674	30.38232501227785	126	0.0003968253968253968	ns			10
T2-T3 (Change)	TNF-α	TNF-α_T2-T3	Microhaemorrhage	-0.4061811972299616	0.2441286818964912	30.76021391895789	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-8	IL-8_T2-T3	Microhaemorrhage	0.4061811972299616	0.2441286818964912	30.76021391895789	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IFN-γ	IFN-γ_T2-T3	Microhaemorrhage	0.4061811972299616	0.2441286818964912	30.76021391895789	126	0.0003968253968253968	ns			10
T2-T3 (Change)	S100B	S100B_T2-T3	Microhaemorrhage	-0.4061811972299616	0.2441286818964912	30.76021391895789	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IFN-γ	IFN-γ_T2-T3	Pre-TAVI Infarcts	0.39754945855712137	0.2552603422699287	32.16280312601102	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-13	IL-13_T2-T3	Pre-TAVI Infarcts	0.3913115139224996	0.2634765399316027	33.19804403138194	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-4	IL-4_T2-T3	Pre-TAVI Infarcts	0.3913115139224996	0.2634765399316027	33.19804403138194	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IFN-γ	IFN-γ_T2-T3	Fazekas Score	0.3819143697985006	0.27612419970906354	34.79164916334201	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-2	IL-2_T2-T3	Cortical	0.38158362203593144	0.27657525204499966	34.84848175766996	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-6	IL-6_T2-T3	Pre-TAVI Infarcts	0.3701322545186992	0.2924377244847032	36.8471532850726	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-2	IL-2_T2-T3	Pre-TAVI Infarcts	0.3701322545186992	0.2924377244847032	36.8471532850726	126	0.0003968253968253968	ns			10
T2-T3 (Change)	GFAP	GFAP_T2-T3	Pre-TAVI Infarcts	0.3701322545186992	0.2924377244847032	36.8471532850726	126	0.0003968253968253968	ns			10
T2-T3 (Change)	TNF-α	TNF-α_T2-T3	Subcortical	-0.36845294917747057	0.29480391746352036	37.14529360040356	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IFN-γ	IFN-γ_T2-T3	Cerebellum	-0.36187803325942697	0.3041660258875216	38.32491926182772	126	0.0003968253968253968	ns			10
T2-T3 (Change)	NF-L	NF-L_T2-T3	Left Hemisphere	0.3536651113250804	0.31607819910741514	39.825853087534306	126	0.0003968253968253968	ns			10
T2-T3 (Change)	TNF-α	TNF-α_T2-T3	Total New Infarcts	-0.35258521533443743	0.31766237942092473	40.02545980703652	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-1β	IL-1β_T2-T3	Cortical	0.3508107492910983	0.32027446078743294	40.35458205921655	126	0.0003968253968253968	ns			10
T2-T3 (Change)	Tau	Tau_T2-T3	Cerebellum	0.34139437099945946	0.3343216792769983	42.12453158890179	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-12p70	IL-12p70_T2-T3	Fazekas Score	-0.3387375536119389	0.3383413406466969	42.63100892148381	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-12p70	IL-12p70_T2-T3	Pre-TAVI Infarcts	-0.32177380968026137	0.36458258079568545	45.93740518025637	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-13	IL-13_T2-T3	Left Hemisphere	0.3046012861064279	0.39214116330699955	49.409786576681945	126	0.0003968253968253968	ns			10
T2-T3 (Change)	TNF-α	TNF-α_T2-T3	Left Hemisphere	-0.298786042326361	0.40169500159656013	50.613570201166574	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-10	IL-10_T2-T3	Right Hemisphere	0.2948461935371877	0.408230344858702	51.437023452196456	126	0.0003968253968253968	ns			10
T2-T3 (Change)	NF-L	NF-L_T2-T3	Cerebellum	0.2935991590595351	0.4103093545999015	51.69897867958758	126	0.0003968253968253968	ns			10
T2-T3 (Change)	GFAP	GFAP_T2-T3	Right Hemisphere	-0.27602622373694163	0.44013209994834535	55.45664459349151	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-6	IL-6_T2-T3	Cortical	0.2584921310565987	0.47084027240748283	59.32587432334284	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-6	IL-6_T2-T3	Total New Infarcts	0.2553203283456271	0.47649345335133597	60.038175122268335	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-10	IL-10_T2-T3	Cortical	0.25233755650763207	0.48183660398816963	60.71141210250937	126	0.0003968253968253968	ns			10
T2-T3 (Change)	NF-L	NF-L_T2-T3	Total New Infarcts	0.23708316203522517	0.5095614092618308	64.20473756699069	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-12p70	IL-12p70_T2-T3	Left Hemisphere	0.23592372487319865	0.511695448489681	64.4736265096998	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-6	IL-6_T2-T3	Fazekas Score	0.22780857145875474	0.5267351852457133	66.36863334095987	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-8	IL-8_T2-T3	Pre-TAVI Infarcts	0.22619193331698284	0.5297525836829623	66.74882554405325	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IFN-γ	IFN-γ_T2-T3	Right Hemisphere	0.2195663143362036	0.5421916239252825	68.3161446145856	126	0.0003968253968253968	ns			10
T2-T3 (Change)	S100B	S100B_T2-T3	Pre-TAVI Infarcts	-0.21933763230737732	0.5426230169178428	68.37050013164819	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-12p70	IL-12p70_T2-T3	Cortical	-0.21907521907532862	0.5431182095863077	68.43289440787477	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-2	IL-2_T2-T3	Total New Infarcts	0.21884599572482327	0.5435509174040241	68.48741559290703	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-4	IL-4_T2-T3	Left Hemisphere	0.21757234721887708	0.5459576886401704	68.79066876866146	126	0.0003968253968253968	ns			10
T2-T3 (Change)	S100B	S100B_T2-T3	Right Hemisphere	0.21329299106945493	0.5540749249942067	69.81344054927006	126	0.0003968253968253968	ns			10
T2-T3 (Change)	Tau	Tau_T2-T3	Pre-TAVI Infarcts	0.21248333129777175	0.5556159942903107	70.00761528057915	126	0.0003968253968253968	ns			10
T2-T3 (Change)	GFAP	GFAP_T2-T3	Subcortical	-0.21054454238712608	0.5593129610784995	70.47343309589094	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-4	IL-4_T2-T3	Right Hemisphere	-0.20145574100634508	0.5767691856256172	72.67291738882777	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-2	IL-2_T2-T3	Left Hemisphere	0.20122325299530439	0.5772183781377627	72.72951564535809	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-12p70	IL-12p70_T2-T3	Subcortical	0.20025904882412854	0.5790827284687063	72.964423787057	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IFN-γ	IFN-γ_T2-T3	Cortical	0.19694638556693236	0.5855050742763919	73.77363935882538	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-12p70	IL-12p70_T2-T3	Cerebellum	0.1937292372609954	0.5917673316871566	74.56268379258172	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-12p70	IL-12p70_T2-T3	Right Hemisphere	-0.18770324830981963	0.6035623935979813	76.04886159334563	126	0.0003968253968253968	ns			10
T2-T3 (Change)	Tau	Tau_T2-T3	Cortical	0.18463723646899907	0.6095958024359935	76.80907110693519	126	0.0003968253968253968	ns			10
T2-T3 (Change)	Tau	Tau_T2-T3	Subcortical	0.18422647458873528	0.6104057355941803	76.91112268486673	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-12p70	IL-12p70_T2-T3	Total New Infarcts	0.17561849790288275	0.627465266578031	79.06062358883192	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-10	IL-10_T2-T3	Microhaemorrhage	0.1740776559556978	0.6305360755569764	79.44754552017903	126	0.0003968253968253968	ns			10
T2-T3 (Change)	GFAP	GFAP_T2-T3	Microhaemorrhage	-0.1740776559556978	0.6305360755569764	79.44754552017903	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-2	IL-2_T2-T3	Microhaemorrhage	-0.1740776559556978	0.6305360755569764	79.44754552017903	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-6	IL-6_T2-T3	Microhaemorrhage	-0.1740776559556978	0.6305360755569764	79.44754552017903	126	0.0003968253968253968	ns			10
T2-T3 (Change)	TNF-α	TNF-α_T2-T3	Cortical	-0.1723280873710658	0.6340290464285233	79.88765984999394	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-6	IL-6_T2-T3	Subcortical	-0.17106744068953994	0.6365499404892768	80.20529250164888	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-1β	IL-1β_T2-T3	Cerebellum	0.17069718549972973	0.6372909733709862	80.29866264474425	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-13	IL-13_T2-T3	Total New Infarcts	0.1691882420459899	0.6403139778614759	80.67956121054597	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-4	IL-4_T2-T3	Microhaemorrhage	0.16563466499998444	0.6474519639299467	81.57894745517329	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-13	IL-13_T2-T3	Microhaemorrhage	0.16563466499998444	0.6474519639299467	81.57894745517329	126	0.0003968253968253968	ns			10
T2-T3 (Change)	NF-L	NF-L_T2-T3	Cortical	0.16001893827313254	0.6587848870210905	83.0068957646574	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-1β	IL-1β_T2-T3	Fazekas Score	-0.14740554623801774	0.6844658115914013	86.24269226051656	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-13	IL-13_T2-T3	Subcortical	0.1314684396244359	0.7173320962050228	90.38384412183288	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-10	IL-10_T2-T3	Pre-TAVI Infarcts	-0.13023171918250528	0.7199008272052645	90.70750422786332	126	0.0003968253968253968	ns			10
T2-T3 (Change)	TNF-α	TNF-α_T2-T3	Fazekas Score	-0.12730478993283353	0.7259902319277207	91.47476922289282	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-8	IL-8_T2-T3	Fazekas Score	0.12060453783110543	0.7399816164048801	93.23768366701489	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IFN-γ	IFN-γ_T2-T3	Subcortical	-0.11843130509275843	0.7445347303944487	93.81137602970054	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-2	IL-2_T2-T3	Cerebellum	0.11607408613981621	0.7494813765116057	94.43465344046233	126	0.0003968253968253968	ns			10
T2-T3 (Change)	NF-L	NF-L_T2-T3	Right Hemisphere	-0.11291981880147615	0.7561134962817361	95.27030053149875	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-1β	IL-1β_T2-T3	Pre-TAVI Infarcts	0.10966881615368866	0.7629640461723226	96.13346981771265	126	0.0003968253968253968	ns			10
T2-T3 (Change)	S100B	S100B_T2-T3	Total New Infarcts	-0.10942299786241164	0.7634826463741492	96.1988134431428	126	0.0003968253968253968	ns			10
T2-T3 (Change)	Tau	Tau_T2-T3	Fazekas Score	0.1005037815259212	0.782355278822183	98.57676513159507	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-2	IL-2_T2-T3	Right Hemisphere	0.10037317226797879	0.7826324269419428	98.61168579468479	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IFN-γ	IFN-γ_T2-T3	Total New Infarcts	-0.09726488698881033	0.7892345325825416	99.44355110540025	126	0.0003968253968253968	ns			10
T2-T3 (Change)	S100B	S100B_T2-T3	Cortical	-0.09231861823449954	0.7997653782045621	100.77043765377482	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-8	IL-8_T2-T3	Subcortical	0.09211323729436764	0.8002032846996388	100.82561387215448	126	0.0003968253968253968	ns			10
T2-T3 (Change)	S100B	S100B_T2-T3	Subcortical	-0.09211323729436764	0.8002032846996388	100.82561387215448	126	0.0003968253968253968	ns			10
T2-T3 (Change)	NF-L	NF-L_T2-T3	Subcortical	-0.09211323729436764	0.8002032846996388	100.82561387215448	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-4	IL-4_T2-T3	Total New Infarcts	0.09110136110168687	0.8023615038010665	101.09754947893438	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-4	IL-4_T2-T3	Cerebellum	0.0828332573789972	0.8200404004958259	103.32509046247407	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-8	IL-8_T2-T3	Left Hemisphere	0.07926976633148354	0.8276828935177832	104.28804458324069	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-8	IL-8_T2-T3	Total New Infarcts	-0.0790277206784084	0.8282024798594116	104.35351246228586	126	0.0003968253968253968	ns			10
T2-T3 (Change)	IL-6	IL-6_T2-T3	Right Hemisphere	0.0752798792009841	0.836255316998453	105.36816994180508	126	0.0003968253968253968	ns			10
T2-T3 (Change)	S100B	S100B_T2-T3	Left Hemisphere	-0.0731720919982925	0.8407903063461993	105.93957859962111	126	0.0003968253968253968	ns			10
